Max Temperature,Day,Year,Month
75.019999999999996,2,1985,9
73.939999999999998,3,1985,9
71.959999999999994,4,1985,9
66.920000000000002,5,1985,9
62.960000000000001,6,1985,9
62.960000000000001,7,1985,9
64.040000000000006,8,1985,9
68,9,1985,9
64.939999999999998,10,1985,9
68,11,1985,9
66.019999999999996,12,1985,9
66.920000000000002,13,1985,9
75.019999999999996,14,1985,9
73.939999999999998,15,1985,9
73.040000000000006,16,1985,9
73.040000000000006,17,1985,9
69.980000000000004,18,1985,9
51.979999999999997,19,1985,9
59,20,1985,9
55.039999999999999,21,1985,9
68,22,1985,9
68,23,1985,9
71.060000000000002,24,1985,9
71.959999999999994,25,1985,9
73.040000000000006,26,1985,9
71.959999999999994,27,1985,9
64.939999999999998,28,1985,9
60.98,29,1985,9
64.04,30,1985,9
NA,31,1985,9
64.040000000000006,1,1985,10
60.079999999999998,2,1985,10
64.040000000000006,3,1985,10
71.060000000000002,4,1985,10
71.060000000000002,5,1985,10
75.019999999999996,6,1985,10
69.079999999999998,7,1985,10
53.960000000000001,8,1985,10
51.079999999999998,9,1985,10
55.039999999999999,10,1985,10
50,11,1985,10
55.039999999999999,12,1985,10
57.020000000000003,13,1985,10
53.960000000000001,14,1985,10
51.079999999999998,15,1985,10
55.939999999999998,16,1985,10
57.020000000000003,17,1985,10
60.079999999999998,18,1985,10
62.960000000000001,19,1985,10
62.960000000000001,20,1985,10
62.060000000000002,21,1985,10
55.039999999999999,22,1985,10
53.960000000000001,23,1985,10
68,24,1985,10
66.920000000000002,25,1985,10
64.939999999999998,26,1985,10
66.920000000000002,27,1985,10
68,28,1985,10
64.04,29,1985,10
64.94,30,1985,10
62.06,31,1985,10
50,1,1985,11
53.960000000000001,2,1985,11
64.939999999999998,3,1985,11
62.960000000000001,4,1985,11
64.939999999999998,5,1985,11
57.920000000000002,6,1985,11
60.079999999999998,7,1985,11
62.960000000000001,8,1985,11
53.060000000000002,9,1985,11
48.020000000000003,10,1985,11
46.939999999999998,11,1985,11
41,12,1985,11
26.059999999999999,13,1985,11
26.960000000000001,14,1985,11
26.960000000000001,15,1985,11
39.920000000000002,16,1985,11
51.079999999999998,17,1985,11
37.039999999999999,18,1985,11
37.039999999999999,19,1985,11
26.960000000000001,20,1985,11
48.020000000000003,21,1985,11
46.039999999999999,22,1985,11
46.039999999999999,23,1985,11
48.920000000000002,24,1985,11
50,25,1985,11
39.920000000000002,26,1985,11
46.039999999999999,27,1985,11
41,28,1985,11
42.98,29,1985,11
35.96,30,1985,11
NA,31,1985,11
33.079999999999998,1,1985,12
42.979999999999997,2,1985,12
44.060000000000002,3,1985,12
46.039999999999999,4,1985,12
50,5,1985,12
51.079999999999998,6,1985,12
46.939999999999998,7,1985,12
51.079999999999998,8,1985,12
39.920000000000002,9,1985,12
35.960000000000001,10,1985,12
30.02,11,1985,12
21.920000000000002,12,1985,12
32,13,1985,12
35.960000000000001,14,1985,12
39.920000000000002,15,1985,12
44.060000000000002,16,1985,12
42.079999999999998,17,1985,12
46.939999999999998,18,1985,12
46.939999999999998,19,1985,12
48.920000000000002,20,1985,12
51.979999999999997,21,1985,12
60.079999999999998,22,1985,12
57.020000000000003,23,1985,12
55.039999999999999,24,1985,12
51.979999999999997,25,1985,12
46.939999999999998,26,1985,12
55.939999999999998,27,1985,12
51.979999999999997,28,1985,12
53.96,29,1985,12
53.06,30,1985,12
44.96,31,1985,12
42.979999999999997,1,1986,1
46.939999999999998,2,1986,1
46.939999999999998,3,1986,1
48.020000000000003,4,1986,1
42.079999999999998,5,1986,1
44.060000000000002,6,1986,1
44.060000000000002,7,1986,1
37.039999999999999,8,1986,1
46.039999999999999,9,1986,1
51.979999999999997,10,1986,1
50,11,1986,1
51.079999999999998,12,1986,1
50,13,1986,1
51.079999999999998,14,1986,1
46.939999999999998,15,1986,1
42.079999999999998,16,1986,1
50,17,1986,1
53.960000000000001,18,1986,1
51.079999999999998,19,1986,1
60.079999999999998,20,1986,1
53.060000000000002,21,1986,1
53.060000000000002,22,1986,1
53.060000000000002,23,1986,1
53.060000000000002,24,1986,1
50,25,1986,1
48.920000000000002,26,1986,1
51.079999999999998,27,1986,1
57.020000000000003,28,1986,1
60.98,29,1986,1
59,30,1986,1
46.94,31,1986,1
48.020000000000003,1,1986,2
44.960000000000001,2,1986,2
46.039999999999999,3,1986,2
44.960000000000001,4,1986,2
39.920000000000002,5,1986,2
39.920000000000002,6,1986,2
26.059999999999999,7,1986,2
35.060000000000002,8,1986,2
26.059999999999999,9,1986,2
28.039999999999999,10,1986,2
30.920000000000002,11,1986,2
37.939999999999998,12,1986,2
44.060000000000002,13,1986,2
42.979999999999997,14,1986,2
44.960000000000001,15,1986,2
39.020000000000003,16,1986,2
41,17,1986,2
46.039999999999999,18,1986,2
53.060000000000002,19,1986,2
46.939999999999998,20,1986,2
46.039999999999999,21,1986,2
44.960000000000001,22,1986,2
55.039999999999999,23,1986,2
60.079999999999998,24,1986,2
62.960000000000001,25,1986,2
69.079999999999998,26,1986,2
69.980000000000004,27,1986,2
60.979999999999997,28,1986,2
NA,29,1986,2
NA,30,1986,2
NA,31,1986,2
62.060000000000002,1,1986,3
64.040000000000006,2,1986,3
59,3,1986,3
59,4,1986,3
59,5,1986,3
64.040000000000006,6,1986,3
62.060000000000002,7,1986,3
57.920000000000002,8,1986,3
55.939999999999998,9,1986,3
44.960000000000001,10,1986,3
33.079999999999998,11,1986,3
39.920000000000002,12,1986,3
39.020000000000003,13,1986,3
42.979999999999997,14,1986,3
39.020000000000003,15,1986,3
41,16,1986,3
35.060000000000002,17,1986,3
33.079999999999998,18,1986,3
42.079999999999998,19,1986,3
44.960000000000001,20,1986,3
51.979999999999997,21,1986,3
57.920000000000002,22,1986,3
59,23,1986,3
60.979999999999997,24,1986,3
57.920000000000002,25,1986,3
60.979999999999997,26,1986,3
64.939999999999998,27,1986,3
69.079999999999998,28,1986,3
64.94,29,1986,3
53.96,30,1986,3
64.94,31,1986,3
62.060000000000002,1,1986,4
46.039999999999999,2,1986,4
35.960000000000001,3,1986,4
44.960000000000001,4,1986,4
53.060000000000002,5,1986,4
57.020000000000003,6,1986,4
55.039999999999999,7,1986,4
57.020000000000003,8,1986,4
55.039999999999999,9,1986,4
60.079999999999998,10,1986,4
57.920000000000002,11,1986,4
60.079999999999998,12,1986,4
55.039999999999999,13,1986,4
51.979999999999997,14,1986,4
59,15,1986,4
60.079999999999998,16,1986,4
55.939999999999998,17,1986,4
46.039999999999999,18,1986,4
46.939999999999998,19,1986,4
59,20,1986,4
69.079999999999998,21,1986,4
73.040000000000006,22,1986,4
66.920000000000002,23,1986,4
59,24,1986,4
59,25,1986,4
59,26,1986,4
55.939999999999998,27,1986,4
62.960000000000001,28,1986,4
66.92,29,1986,4
68,30,1986,4
NA,31,1986,4
66.019999999999996,1,1986,5
69.980000000000004,2,1986,5
73.040000000000006,3,1986,5
71.060000000000002,4,1986,5
60.979999999999997,5,1986,5
60.979999999999997,6,1986,5
53.060000000000002,7,1986,5
42.979999999999997,8,1986,5
51.079999999999998,9,1986,5
57.020000000000003,10,1986,5
62.960000000000001,11,1986,5
64.939999999999998,12,1986,5
66.019999999999996,13,1986,5
68,14,1986,5
68,15,1986,5
64.040000000000006,16,1986,5
64.939999999999998,17,1986,5
64.040000000000006,18,1986,5
71.060000000000002,19,1986,5
75.019999999999996,20,1986,5
75.019999999999996,21,1986,5
68,22,1986,5
71.060000000000002,23,1986,5
69.980000000000004,24,1986,5
75.019999999999996,25,1986,5
80.060000000000002,26,1986,5
80.959999999999994,27,1986,5
78.980000000000004,28,1986,5
73.04,29,1986,5
73.94,30,1986,5
64.94,31,1986,5
75.019999999999996,1,1986,6
78.980000000000004,2,1986,6
71.060000000000002,3,1986,6
73.939999999999998,4,1986,6
75.019999999999996,5,1986,6
73.939999999999998,6,1986,6
73.040000000000006,7,1986,6
73.040000000000006,8,1986,6
68,9,1986,6
69.079999999999998,10,1986,6
73.040000000000006,11,1986,6
78.980000000000004,12,1986,6
80.060000000000002,13,1986,6
78.980000000000004,14,1986,6
80.959999999999994,15,1986,6
82.040000000000006,16,1986,6
82.040000000000006,17,1986,6
78.079999999999998,18,1986,6
78.980000000000004,19,1986,6
78.079999999999998,20,1986,6
78.980000000000004,21,1986,6
78.980000000000004,22,1986,6
82.040000000000006,23,1986,6
84.920000000000002,24,1986,6
71.060000000000002,25,1986,6
78.079999999999998,26,1986,6
84.920000000000002,27,1986,6
86,28,1986,6
82.94,29,1986,6
71.06,30,1986,6
NA,31,1986,6
75.920000000000002,1,1986,7
82.040000000000006,2,1986,7
84.920000000000002,3,1986,7
73.040000000000006,4,1986,7
66.920000000000002,5,1986,7
71.959999999999994,6,1986,7
75.019999999999996,7,1986,7
71.060000000000002,8,1986,7
78.079999999999998,9,1986,7
78.079999999999998,10,1986,7
78.980000000000004,11,1986,7
80.959999999999994,12,1986,7
82.040000000000006,13,1986,7
84.019999999999996,14,1986,7
84.019999999999996,15,1986,7
69.980000000000004,16,1986,7
69.079999999999998,17,1986,7
75.920000000000002,18,1986,7
75.920000000000002,19,1986,7
82.040000000000006,20,1986,7
75.019999999999996,21,1986,7
60.079999999999998,22,1986,7
66.920000000000002,23,1986,7
71.060000000000002,24,1986,7
73.939999999999998,25,1986,7
75.920000000000002,26,1986,7
75.920000000000002,27,1986,7
77,28,1986,7
80.96,29,1986,7
82.94,30,1986,7
84.02,31,1986,7
87.079999999999998,1,1986,8
86,2,1986,8
86,3,1986,8
84.019999999999996,4,1986,8
82.939999999999998,5,1986,8
82.040000000000006,6,1986,8
80.060000000000002,7,1986,8
82.040000000000006,8,1986,8
78.980000000000004,9,1986,8
80.060000000000002,10,1986,8
77,11,1986,8
80.060000000000002,12,1986,8
73.939999999999998,13,1986,8
75.019999999999996,14,1986,8
77,15,1986,8
78.980000000000004,16,1986,8
82.040000000000006,17,1986,8
84.019999999999996,18,1986,8
77,19,1986,8
89.959999999999994,20,1986,8
84.019999999999996,21,1986,8
84.019999999999996,22,1986,8
78.980000000000004,23,1986,8
77,24,1986,8
64.939999999999998,25,1986,8
71.959999999999994,26,1986,8
73.040000000000006,27,1986,8
73.939999999999998,28,1986,8
69.08,29,1986,8
71.96,30,1986,8
73.94,31,1986,8
71.959999999999994,1,1986,9
69.980000000000004,2,1986,9
73.939999999999998,3,1986,9
73.040000000000006,4,1986,9
77,5,1986,9
78.980000000000004,6,1986,9
80.060000000000002,7,1986,9
71.959999999999994,8,1986,9
69.079999999999998,9,1986,9
80.060000000000002,10,1986,9
64.040000000000006,11,1986,9
66.019999999999996,12,1986,9
66.920000000000002,13,1986,9
66.920000000000002,14,1986,9
66.920000000000002,15,1986,9
66.920000000000002,16,1986,9
68,17,1986,9
68,18,1986,9
68,19,1986,9
66.920000000000002,20,1986,9
64.939999999999998,21,1986,9
66.920000000000002,22,1986,9
57.920000000000002,23,1986,9
51.079999999999998,24,1986,9
39.020000000000003,25,1986,9
44.960000000000001,26,1986,9
55.039999999999999,27,1986,9
57.020000000000003,28,1986,9
57.02,29,1986,9
57.92,30,1986,9
NA,31,1986,9
60.079999999999998,1,1986,10
60.079999999999998,2,1986,10
53.060000000000002,3,1986,10
50,4,1986,10
57.020000000000003,5,1986,10
51.979999999999997,6,1986,10
57.920000000000002,7,1986,10
64.939999999999998,8,1986,10
62.960000000000001,9,1986,10
62.960000000000001,10,1986,10
55.039999999999999,11,1986,10
48.020000000000003,12,1986,10
39.020000000000003,13,1986,10
51.079999999999998,14,1986,10
57.020000000000003,15,1986,10
57.020000000000003,16,1986,10
62.960000000000001,17,1986,10
60.979999999999997,18,1986,10
55.039999999999999,19,1986,10
51.079999999999998,20,1986,10
48.920000000000002,21,1986,10
55.939999999999998,22,1986,10
55.939999999999998,23,1986,10
59,24,1986,10
60.079999999999998,25,1986,10
60.979999999999997,26,1986,10
60.079999999999998,27,1986,10
60.079999999999998,28,1986,10
64.94,29,1986,10
64.94,30,1986,10
62.06,31,1986,10
55.039999999999999,1,1986,11
48.020000000000003,2,1986,11
39.920000000000002,3,1986,11
59,4,1986,11
51.079999999999998,5,1986,11
55.039999999999999,6,1986,11
48.020000000000003,7,1986,11
35.060000000000002,8,1986,11
44.960000000000001,9,1986,11
53.060000000000002,10,1986,11
46.939999999999998,11,1986,11
57.920000000000002,12,1986,11
53.960000000000001,13,1986,11
57.020000000000003,14,1986,11
55.939999999999998,15,1986,11
55.939999999999998,16,1986,11
55.039999999999999,17,1986,11
55.039999999999999,18,1986,11
48.920000000000002,19,1986,11
51.979999999999997,20,1986,11
53.060000000000002,21,1986,11
53.960000000000001,22,1986,11
44.060000000000002,23,1986,11
39.920000000000002,24,1986,11
48.920000000000002,25,1986,11
48.020000000000003,26,1986,11
42.979999999999997,27,1986,11
50,28,1986,11
59,29,1986,11
50,30,1986,11
NA,31,1986,11
48.020000000000003,1,1986,12
50,2,1986,12
57.020000000000003,3,1986,12
59,4,1986,12
53.960000000000001,5,1986,12
50,6,1986,12
35.060000000000002,7,1986,12
39.920000000000002,8,1986,12
41,9,1986,12
35.960000000000001,10,1986,12
24.98,11,1986,12
39.920000000000002,12,1986,12
44.960000000000001,13,1986,12
48.920000000000002,14,1986,12
44.060000000000002,15,1986,12
44.960000000000001,16,1986,12
42.979999999999997,17,1986,12
41,18,1986,12
41,19,1986,12
44.060000000000002,20,1986,12
33.079999999999998,21,1986,12
37.939999999999998,22,1986,12
39.020000000000003,23,1986,12
35.060000000000002,24,1986,12
41,25,1986,12
37.039999999999999,26,1986,12
39.020000000000003,27,1986,12
42.079999999999998,28,1986,12
37.04,29,1986,12
41,30,1986,12
51.98,31,1986,12
48.920000000000002,1,1987,1
48.920000000000002,2,1987,1
42.979999999999997,3,1987,1
51.979999999999997,4,1987,1
46.039999999999999,5,1987,1
33.079999999999998,6,1987,1
33.079999999999998,7,1987,1
33.079999999999998,8,1987,1
37.039999999999999,9,1987,1
32,10,1987,1
42.079999999999998,11,1987,1
41,12,1987,1
53.060000000000002,13,1987,1
53.960000000000001,14,1987,1
42.979999999999997,15,1987,1
28.940000000000001,16,1987,1
15.98,17,1987,1
21.920000000000002,18,1987,1
37.039999999999999,19,1987,1
33.979999999999997,20,1987,1
21.920000000000002,21,1987,1
44.960000000000001,22,1987,1
46.939999999999998,23,1987,1
46.939999999999998,24,1987,1
48.020000000000003,25,1987,1
53.960000000000001,26,1987,1
57.920000000000002,27,1987,1
55.039999999999999,28,1987,1
48.02,29,1987,1
48.92,30,1987,1
46.94,31,1987,1
39.020000000000003,1,1987,2
55.939999999999998,2,1987,2
55.939999999999998,3,1987,2
46.939999999999998,4,1987,2
39.920000000000002,5,1987,2
42.079999999999998,6,1987,2
42.979999999999997,7,1987,2
46.939999999999998,8,1987,2
51.979999999999997,9,1987,2
51.079999999999998,10,1987,2
50,11,1987,2
51.079999999999998,12,1987,2
50,13,1987,2
48.920000000000002,14,1987,2
37.939999999999998,15,1987,2
44.060000000000002,16,1987,2
39.020000000000003,17,1987,2
37.939999999999998,18,1987,2
35.060000000000002,19,1987,2
33.079999999999998,20,1987,2
28.039999999999999,21,1987,2
35.960000000000001,22,1987,2
42.079999999999998,23,1987,2
33.079999999999998,24,1987,2
24.98,25,1987,2
24.98,26,1987,2
28.039999999999999,27,1987,2
33.079999999999998,28,1987,2
NA,29,1987,2
NA,30,1987,2
NA,31,1987,2
37.039999999999999,1,1987,3
39.920000000000002,2,1987,3
48.020000000000003,3,1987,3
44.960000000000001,4,1987,3
51.979999999999997,5,1987,3
55.939999999999998,6,1987,3
53.960000000000001,7,1987,3
46.039999999999999,8,1987,3
46.039999999999999,9,1987,3
50,10,1987,3
50,11,1987,3
51.979999999999997,12,1987,3
55.939999999999998,13,1987,3
53.060000000000002,14,1987,3
50,15,1987,3
30.920000000000002,16,1987,3
33.079999999999998,17,1987,3
44.060000000000002,18,1987,3
48.920000000000002,19,1987,3
41,20,1987,3
41,21,1987,3
39.920000000000002,22,1987,3
28.039999999999999,23,1987,3
39.020000000000003,24,1987,3
35.060000000000002,25,1987,3
39.020000000000003,26,1987,3
46.939999999999998,27,1987,3
37.039999999999999,28,1987,3
35.06,29,1987,3
37.04,30,1987,3
48.02,31,1987,3
55.939999999999998,1,1987,4
60.079999999999998,2,1987,4
59,3,1987,4
53.060000000000002,4,1987,4
42.079999999999998,5,1987,4
50,6,1987,4
53.060000000000002,7,1987,4
50,8,1987,4
53.960000000000001,9,1987,4
60.979999999999997,10,1987,4
64.040000000000006,11,1987,4
60.079999999999998,12,1987,4
50,13,1987,4
57.020000000000003,14,1987,4
68,15,1987,4
71.959999999999994,16,1987,4
73.939999999999998,17,1987,4
71.060000000000002,18,1987,4
62.060000000000002,19,1987,4
55.939999999999998,20,1987,4
,21,1987,4
60.079999999999998,22,1987,4
64.040000000000006,23,1987,4
69.079999999999998,24,1987,4
69.079999999999998,25,1987,4
69.079999999999998,26,1987,4
68,27,1987,4
68,28,1987,4
68,29,1987,4
66.02,30,1987,4
NA,31,1987,4
64.040000000000006,1,1987,5
64.939999999999998,2,1987,5
64.040000000000006,3,1987,5
62.060000000000002,4,1987,5
66.019999999999996,5,1987,5
69.079999999999998,6,1987,5
69.079999999999998,7,1987,5
66.019999999999996,8,1987,5
69.079999999999998,9,1987,5
69.079999999999998,10,1987,5
66.920000000000002,11,1987,5
69.980000000000004,12,1987,5
64.040000000000006,13,1987,5
69.079999999999998,14,1987,5
69.980000000000004,15,1987,5
64.939999999999998,16,1987,5
59,17,1987,5
66.920000000000002,18,1987,5
66.920000000000002,19,1987,5
62.060000000000002,20,1987,5
57.920000000000002,21,1987,5
57.920000000000002,22,1987,5
64.040000000000006,23,1987,5
64.040000000000006,24,1987,5
62.960000000000001,25,1987,5
53.060000000000002,26,1987,5
57.920000000000002,27,1987,5
60.079999999999998,28,1987,5
64.04,29,1987,5
71.06,30,1987,5
68,31,1987,5
73.040000000000006,1,1987,6
78.079999999999998,2,1987,6
78.079999999999998,3,1987,6
78.079999999999998,4,1987,6
73.939999999999998,5,1987,6
73.040000000000006,6,1987,6
68,7,1987,6
75.019999999999996,8,1987,6
75.920000000000002,9,1987,6
73.939999999999998,10,1987,6
77,11,1987,6
80.060000000000002,12,1987,6
82.939999999999998,13,1987,6
84.920000000000002,14,1987,6
84.920000000000002,15,1987,6
78.980000000000004,16,1987,6
75.920000000000002,17,1987,6
78.079999999999998,18,1987,6
75.920000000000002,19,1987,6
78.079999999999998,20,1987,6
75.920000000000002,21,1987,6
77,22,1987,6
78.980000000000004,23,1987,6
80.959999999999994,24,1987,6
84.019999999999996,25,1987,6
78.980000000000004,26,1987,6
75.019999999999996,27,1987,6
78.980000000000004,28,1987,6
84.02,29,1987,6
80.06,30,1987,6
NA,31,1987,6
80.060000000000002,1,1987,7
78.079999999999998,2,1987,7
82.040000000000006,3,1987,7
82.040000000000006,4,1987,7
80.060000000000002,5,1987,7
80.060000000000002,6,1987,7
80.959999999999994,7,1987,7
84.019999999999996,8,1987,7
80.959999999999994,9,1987,7
78.079999999999998,10,1987,7
77,11,1987,7
78.980000000000004,12,1987,7
82.040000000000006,13,1987,7
86,14,1987,7
86,15,1987,7
82.939999999999998,16,1987,7
69.079999999999998,17,1987,7
71.060000000000002,18,1987,7
66.920000000000002,19,1987,7
73.939999999999998,20,1987,7
75.019999999999996,21,1987,7
77,22,1987,7
78.980000000000004,23,1987,7
82.939999999999998,24,1987,7
87.079999999999998,25,1987,7
77,26,1987,7
73.939999999999998,27,1987,7
73.939999999999998,28,1987,7
62.06,29,1987,7
78.08,30,1987,7
71.06,31,1987,7
73.939999999999998,1,1987,8
78.079999999999998,2,1987,8
78.980000000000004,3,1987,8
80.060000000000002,4,1987,8
82.040000000000006,5,1987,8
78.079999999999998,6,1987,8
75.019999999999996,7,1987,8
73.939999999999998,8,1987,8
80.060000000000002,9,1987,8
75.920000000000002,10,1987,8
77,11,1987,8
69.079999999999998,12,1987,8
73.040000000000006,13,1987,8
73.939999999999998,14,1987,8
73.939999999999998,15,1987,8
73.939999999999998,16,1987,8
75.019999999999996,17,1987,8
78.980000000000004,18,1987,8
82.939999999999998,19,1987,8
82.040000000000006,20,1987,8
77,21,1987,8
82.939999999999998,22,1987,8
80.060000000000002,23,1987,8
71.959999999999994,24,1987,8
73.040000000000006,25,1987,8
73.939999999999998,26,1987,8
66.920000000000002,27,1987,8
75.019999999999996,28,1987,8
75.02,29,1987,8
75.92,30,1987,8
80.96,31,1987,8
82.040000000000006,1,1987,9
78.980000000000004,2,1987,9
78.079999999999998,3,1987,9
75.019999999999996,4,1987,9
62.060000000000002,5,1987,9
68,6,1987,9
73.040000000000006,7,1987,9
78.980000000000004,8,1987,9
75.920000000000002,9,1987,9
77,10,1987,9
78.980000000000004,11,1987,9
75.920000000000002,12,1987,9
73.040000000000006,13,1987,9
62.060000000000002,14,1987,9
62.960000000000001,15,1987,9
73.939999999999998,16,1987,9
73.939999999999998,17,1987,9
73.939999999999998,18,1987,9
73.939999999999998,19,1987,9
75.920000000000002,20,1987,9
77,21,1987,9
75.920000000000002,22,1987,9
71.060000000000002,23,1987,9
62.060000000000002,24,1987,9
62.060000000000002,25,1987,9
60.079999999999998,26,1987,9
71.959999999999994,27,1987,9
71.060000000000002,28,1987,9
69.98,29,1987,9
71.96,30,1987,9
NA,31,1987,9
48.020000000000003,1,1987,11
44.960000000000001,2,1987,11
44.960000000000001,3,1987,11
55.039999999999999,4,1987,11
57.920000000000002,5,1987,11
57.020000000000003,6,1987,11
44.060000000000002,7,1987,11
48.020000000000003,8,1987,11
48.920000000000002,9,1987,11
51.979999999999997,10,1987,11
57.020000000000003,11,1987,11
51.079999999999998,12,1987,11
60.079999999999998,13,1987,11
53.060000000000002,14,1987,11
37.939999999999998,15,1987,11
37.039999999999999,16,1987,11
42.979999999999997,17,1987,11
46.039999999999999,18,1987,11
42.079999999999998,19,1987,11
50,20,1987,11
59,21,1987,11
50,22,1987,11
51.079999999999998,23,1987,11
48.020000000000003,24,1987,11
46.939999999999998,25,1987,11
39.020000000000003,26,1987,11
39.020000000000003,27,1987,11
39.020000000000003,28,1987,11
46.04,29,1987,11
39.92,30,1987,11
NA,31,1987,11
46.939999999999998,1,1987,12
50,2,1987,12
53.960000000000001,3,1987,12
64.939999999999998,4,1987,12
55.039999999999999,5,1987,12
39.020000000000003,6,1987,12
51.979999999999997,7,1987,12
46.939999999999998,8,1987,12
42.979999999999997,9,1987,12
55.039999999999999,10,1987,12
62.960000000000001,11,1987,12
57.020000000000003,12,1987,12
35.060000000000002,13,1987,12
19.940000000000001,14,1987,12
24.079999999999998,15,1987,12
28.039999999999999,16,1987,12
37.039999999999999,17,1987,12
30.02,18,1987,12
35.960000000000001,19,1987,12
30.920000000000002,20,1987,12
33.979999999999997,21,1987,12
46.939999999999998,22,1987,12
46.939999999999998,23,1987,12
30.02,24,1987,12
26.059999999999999,25,1987,12
19.039999999999999,26,1987,12
21.920000000000002,27,1987,12
41,28,1987,12
37.94,29,1987,12
39.92,30,1987,12
28.94,31,1987,12
24.98,1,1988,1
26.960000000000001,2,1988,1
41,3,1988,1
46.939999999999998,4,1988,1
48.920000000000002,5,1988,1
37.939999999999998,6,1988,1
33.979999999999997,7,1988,1
39.020000000000003,8,1988,1
37.939999999999998,9,1988,1
42.979999999999997,10,1988,1
53.060000000000002,11,1988,1
44.960000000000001,12,1988,1
33.079999999999998,13,1988,1
50,14,1988,1
41,15,1988,1
44.960000000000001,16,1988,1
37.039999999999999,17,1988,1
30.920000000000002,18,1988,1
28.940000000000001,19,1988,1
26.059999999999999,20,1988,1
30.920000000000002,21,1988,1
35.960000000000001,22,1988,1
33.979999999999997,23,1988,1
51.979999999999997,24,1988,1
32,25,1988,1
42.979999999999997,26,1988,1
48.920000000000002,27,1988,1
50,28,1988,1
57.02,29,1988,1
50,30,1988,1
44.96,31,1988,1
41,1,1988,2
35.960000000000001,2,1988,2
37.939999999999998,3,1988,2
35.960000000000001,4,1988,2
32,5,1988,2
39.920000000000002,6,1988,2
50,7,1988,2
48.020000000000003,8,1988,2
51.979999999999997,9,1988,2
59,10,1988,2
53.960000000000001,11,1988,2
48.020000000000003,12,1988,2
53.960000000000001,13,1988,2
51.979999999999997,14,1988,2
